"2016-09-28T00:00:58.000Z,""kkconsumer1"",""2016-09-28 08:00:58"",""/All Zones/ArcSight System/Private Address Space Zones/RFC1918: 10.0.0.0-10.255.255.255"",""10.62.180.10"",""OperationCustomerCPRDSC03_ETH0"",""3A2MltUEBABCADA3xuGXkqw\=\="",""1475020858231000"",""syslog_file"",""Singapore"",""6.0.4.6719.0"",""Security Mangement"",""/Execute/Response"",""/Application"",""/Host/Application"",""/Success"",""/Informational"",""AMK"",""/All Customers/TheCustomers/SBA/CustomerC/AMK/"",,,""ArcSight"",""ArcSight"",""/All Zones/ArcSight System/Private Address Space Zones/RFC1918: 10.0.0.0-10.255.255.255"",,,""Singapore"",""10.62.180.10"",""1475020858229000"",""2016-09-28 08:00:58"",""1364791"",""6"",""DeviceVendor=`ArcSight`~DeviceProduct=`ArcSight`~DeviceVersion=`"",""Connector System Health Event"",,,""Low"",""in1"",,,,""1475020858229000"",""2016-09-28 08:00:58"",""1.1""";;;
"2016-09-28T00:00:58.000Z,""kkconsumer1"",""2016-09-28 08:00:58"",""/All Zones/ArcSight System/Private Address Space Zones/RFC1918: 10.0.0.0-10.255.255.255"",""10.62.180.10"",""OperationCustomerCPRDSC03_ETH0"",""3A2MltUEBABCADA3xuGXkqw\=\="",""1475020858188000"",""syslog_file"",""Singapore"",""6.0.4.6719.0"",""Security Mangement"",""/Execute/Response"",""/Application"",""/Host/Application"",""/Success"",""/Informational"",""AMK"",""/All Customers/TheCustomers/SBA/CustomerC/AMK/"",,,""ArcSight"",""ArcSight"",""/All Zones/ArcSight System/Private Address Space Zones/RFC1918: 10.0.0.0-10.255.255.255"",,,""Singapore"",""10.62.180.10"",""1475020858179000"",""2016-09-28 08:00:58"",""1364771"",""6"",""DeviceVendor=`ArcSight`~DeviceProduct=`ArcSight`~DeviceVersion=`"",""Connector System Health Event"",,,""Low"",""in1"",,,,""1475020858179000"",""2016-09-28 08:00:58"",""1.1""";;;
"2016-09-28T00:00:58.000Z,""kkconsumer1"",""2016-09-28 08:00:58"",""/All Zones/ArcSight System/Private Address Space Zones/RFC1918: 10.0.0.0-10.255.255.255"",""10.62.180.10"",""OperationCustomerCPRDSC03_ETH0"",""3A2MltUEBABCADA3xuGXkqw\=\="",""1475020858233000"",""syslog_file"",""Singapore"",""6.0.4.6719.0"",""Security Mangement"",""/Execute/Response"",""/Application"",""/Host/Application"",""/Success"",""/Informational"",""AMK"",""/All Customers/TheCustomers/SBA/CustomerC/AMK/"",,,""ArcSight"",""ArcSight"",""/All Zones/ArcSight System/Private Address Space Zones/RFC1918: 10.0.0.0-10.255.255.255"",,,""Singapore"",""10.62.180.10"",""1475020858232000"",""2016-09-28 08:00:58"",""1364799"",""6"",""DeviceVendor=`ArcSight`~DeviceProduct=`ArcSight`~DeviceVersion=`"",""Connector System Health Event"",,,""Low"",""in1"",,,,""1475020858232000"",""2016-09-28 08:00:58"",""1.1""";;;
"2016-09-28T00:00:58.000Z,""kkconsumer1"",""2016-09-28 08:00:58"",""/All Zones/ArcSight System/Private Address Space Zones/RFC1918: 10.0.0.0-10.255.255.255"",""10.62.180.10"",""OperationCustomerCPRDSC03_ETH0"",""3A2MltUEBABCADA3xuGXkqw\=\="",""1475020858220000"",""syslog_file"",""Singapore"",""6.0.4.6719.0"",""Security Mangement"",""/Execute/Response"",""/Application"",""/Host/Application"",""/Success"",""/Informational"",""AMK"",""/All Customers/TheCustomers/SBA/CustomerC/AMK/"",,,""ArcSight"",""ArcSight"",""/All Zones/ArcSight System/Private Address Space Zones/RFC1918: 10.0.0.0-10.255.255.255"",,,""Singapore"",""10.62.180.10"",""1475020858212000"",""2016-09-28 08:00:58"",""1364782"",""6"",""DeviceVendor=`ArcSight`~DeviceProduct=`ArcSight`~DeviceVersion=`"",""Connector System Health Event"",,,""Low"",""in1"",,,,""1475020858212000"",""2016-09-28 08:00:58"",""1.1""";;;
"2016-09-28T00:00:58.000Z,""kkconsumer1"",""2016-09-28 08:00:58"",""/All Zones/ArcSight System/Private Address Space Zones/RFC1918: 10.0.0.0-10.255.255.255"",""10.62.180.10"",""OperationCustomerCPRDSC03_ETH0"",""3A2MltUEBABCADA3xuGXkqw\=\="",""1475020858177000"",""syslog_file"",""Singapore"",""6.0.4.6719.0"",""Security Mangement"",""/Execute/Response"",""/Application"",""/Host/Application"",""/Success"",""/Informational"",""AMK"",""/All Customers/TheCustomers/SBA/CustomerC/AMK/"",,,""ArcSight"",""ArcSight"",""/All Zones/ArcSight System/Private Address Space Zones/RFC1918: 10.0.0.0-10.255.255.255"",,,""Singapore"",""10.62.180.10"",""1475020858168000"",""2016-09-28 08:00:58"",""1364767"",""6"",""DeviceVendor=`ArcSight`~DeviceProduct=`ArcSight`~DeviceVersion=`"",""Connector System Health Event"",,,""Low"",""in1"",,,,""1475020858168000"",""2016-09-28 08:00:58"",""1.1""";;;
"2016-09-28T00:00:58.000Z,""kkconsumer1"",""2016-09-28 08:00:58"",""/All Zones/ArcSight System/Private Address Space Zones/RFC1918: 10.0.0.0-10.255.255.255"",""10.62.180.10"",""OperationCustomerCPRDSC03_ETH0"",""3A2MltUEBABCADA3xuGXkqw\=\="",""1475020858156000"",""syslog_file"",""Singapore"",""6.0.4.6719.0"",""Security Mangement"",""/Execute/Response"",""/Application"",""/Host/Application"",""/Success"",""/Informational"",""AMK"",""/All Customers/TheCustomers/SBA/CustomerC/AMK/"",,,""ArcSight"",""ArcSight"",""/All Zones/ArcSight System/Private Address Space Zones/RFC1918: 10.0.0.0-10.255.255.255"",,,""Singapore"",""10.62.180.10"",""1475020858146000"",""2016-09-28 08:00:58"",""1364758"",""6"",""DeviceVendor=`ArcSight`~DeviceProduct=`ArcSight`~DeviceVersion=`"",""Connector System Health Event"",,,""Low"",""in1"",,,,""1475020858146000"",""2016-09-28 08:00:58"",""1.1""";;;
"2016-09-28T00:00:58.000Z,""kkconsumer1"",""2016-09-28 08:00:58"",""/All Zones/ArcSight System/Private Address Space Zones/RFC1918: 10.0.0.0-10.255.255.255"",""10.62.180.10"",""OperationCustomerCPRDSC03_ETH0"",""3A2MltUEBABCADA3xuGXkqw\=\="",""1475020858244000"",""syslog_file"",""Singapore"",""6.0.4.6719.0"",""Security Mangement"",""/Execute/Response"",""/Application"",""/Host/Application"",""/Success"",""/Informational"",""AMK"",""/All Customers/TheCustomers/SBA/CustomerC/AMK/"",,,""ArcSight"",""ArcSight"",""/All Zones/ArcSight System/Private Address Space Zones/RFC1918: 10.0.0.0-10.255.255.255"",,,""Singapore"",""10.62.180.10"",""1475020858234000"",""2016-09-28 08:00:58"",""1364803"",""6"",""DeviceVendor=`ArcSight`~DeviceProduct=`ArcSight`~DeviceVersion=`"",""Connector System Health Event"",,,""Low"",""in1"",,,,""1475020858234000"",""2016-09-28 08:00:58"",""1.1""";;;
"2016-09-28T00:00:58.000Z,""kkconsumer1"",""2016-09-28 08:00:58"",""/All Zones/ArcSight System/Private Address Space Zones/RFC1918: 10.0.0.0-10.255.255.255"",""10.62.180.10"",""OperationCustomerCPRDSC03_ETH0"",""3A2MltUEBABCADA3xuGXkqw\=\="",""1475020858232000"",""syslog_file"",""Singapore"",""6.0.4.6719.0"",""Security Mangement"",""/Execute/Response"",""/Application"",""/Host/Application"",""/Success"",""/Informational"",""AMK"",""/All Customers/TheCustomers/SBA/CustomerC/AMK/"",,,""ArcSight"",""ArcSight"",""/All Zones/ArcSight System/Private Address Space Zones/RFC1918: 10.0.0.0-10.255.255.255"",,,""Singapore"",""10.62.180.10"",""1475020858231000"",""2016-09-28 08:00:58"",""1364795"",""6"",""DeviceVendor=`ArcSight`~DeviceProduct=`ArcSight`~DeviceVersion=`"",""Connector System Health Event"",,,""Low"",""in1"",,,,""1475020858231000"",""2016-09-28 08:00:58"",""1.1""";;;
"2016-09-28T00:00:58.000Z,""kkconsumer1"",""2016-09-28 08:00:58"",""/All Zones/ArcSight System/Private Address Space Zones/RFC1918: 10.0.0.0-10.255.255.255"",""10.62.180.10"",""OperationCustomerCPRDSC03_ETH0"",""3A2MltUEBABCADA3xuGXkqw\=\="",""1475020858244000"",""syslog_file"",""Singapore"",""6.0.4.6719.0"",""Security Mangement"",""/Execute/Response"",""/Application"",""/Host/Application"",""/Success"",""/Informational"",""AMK"",""/All Customers/TheCustomers/SBA/CustomerC/AMK/"",,,""ArcSight"",""ArcSight"",""/All Zones/ArcSight System/Private Address Space Zones/RFC1918: 10.0.0.0-10.255.255.255"",,,""Singapore"",""10.62.180.10"",""1475020858239000"",""2016-09-28 08:00:58"",""1364810"",""6"",""DeviceVendor=`ArcSight`~DeviceProduct=`ArcSight`~DeviceVersion=`"",""Connector System Health Event"",,,""Low"",""in1"",,,,""1475020858239000"",""2016-09-28 08:00:58"",""1.1""";;;
"2016-09-28T00:00:58.000Z,""kkconsumer1"",""2016-09-28 08:00:58"",""/All Zones/ArcSight System/Private Address Space Zones/RFC1918: 10.0.0.0-10.255.255.255"",""10.62.180.10"",""OperationCustomerCPRDSC03_ETH0"",""3A2MltUEBABCADA3xuGXkqw\=\="",""1475020858244000"",""syslog_file"",""Singapore"",""6.0.4.6719.0"",""Security Mangement"",""/Execute/Response"",""/Application"",""/Host/Application"",""/Success"",""/Informational"",""AMK"",""/All Customers/TheCustomers/SBA/CustomerC/AMK/"",,,""ArcSight"",""ArcSight"",""/All Zones/ArcSight System/Private Address Space Zones/RFC1918: 10.0.0.0-10.255.255.255"",,,""Singapore"",""10.62.180.10"",""1475020858235000"",""2016-09-28 08:00:58"",""1364807"",""6"",""DeviceVendor=`ArcSight`~DeviceProduct=`ArcSight`~DeviceVersion=`"",""Connector System Health Event"",,,""Low"",""in1"",,,,""1475020858235000"",""2016-09-28 08:00:58"",""1.1""";;;
